"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 3","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-maltepe-cinar-kiralik/daire/1057-12247","30","32.500","09-05-2025","Kiralık Daire","2 +
                          1","80 m²","10
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İlke'den Çınar'da Yeni Binada Toplu Taşımaya Yakın Ayrı Mutfaklı Geniş 2+1","İstanbul / Maltepe / Çınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/ilke-emlak-1057/ilke-emlak-1057","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/3/1/0/1/4/4/bb8f6f96-e90e-486a-ac78-bd7798d960e3.jpg","Whatsapp","İlke Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/5/0/1/0/0/4806c2e7-4829-4d5a-8ba2-b8c544d978de.jpg","Ilke
          Emlak"
"https://www.hepsiemlak.com/istanbul-silivri-gumusyaka-kiralik/yazlik/35180-1547","21","150.000","10-05-2025","Kiralık Yazlık","2 +
                          1","80 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Silivri Gümüşyakada Demirkaya Kent Sitesi  3 Aylik Fuul Eşyali Kiralik Daire","İstanbul / Silivri / Gümüşyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/vip-emlak-35180","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/7/7/6/6/1/4/01c4b81e-a77c-48dd-9854-16348fc4f485.jpg","Whatsapp","Vıp Emlak","https://www.hepsiemlak.com/img/loadings/noImage55-55.png",""
"https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/34488-5488","20","24.000","10-05-2025","Kiralık Daire","2 +
                          1","85 m²","1
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ortabayırda Kiralık Yeni Daire","İstanbul / Kağıthane / Ortabayır Mah.","https://www.hepsiemlak.com/emlak-ofisi/ivem-gayrimenkul-34488","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/6/7/4/5/4/4/322a6e55-f2ea-40cb-977e-60ca4c1ef638.jpg","Whatsapp","İvem Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/4/4/3/0/4649b2de-9921-4914-9032-b8ec5d593f61.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/22475-3039","20","26.000","10-05-2025","Kiralık Daire","1 +
                          1","50 m²","30
                        Yaşında","2. Kat","","","","Beyoğlu  Yeniçarşı    Caddesi  Üzerinde  Eşyalı  Teraslı  Dubleks  Kiralık  Daire  1+1  50  M2  Kat2","İstanbul / Beyoğlu / Kuloğlu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/4/0/4/5/4/4/1745836709095-44540411.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/daire/2089-12761","20","50.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","4
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üsküdar Çengelköy Panjurlu Ankastre Mutfaklı 2+1 Kiralık Daire","İstanbul / Üsküdar / Çengelköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-cengelkoy-natoyolu-temsilciligi-2089","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/9/5/3/4/4/4/15fcbf88-3ae8-498c-b930-827fc9c27e25.jpg","Whatsapp","Turyap Çengelköy Natoyolu Temsilciliği","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/0/2/0/0/7eb176d3-25cb-4383-a41d-9e6873ec135c.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-istinye-kiralik/daire/118623-605","34","30.000","09-05-2025","Kiralık Daire","2 +
                          1","95 m²","30
                        Yaşında","2. Kat","","","","İstinyede Ful Eşyalı Kiralık 2+1 Daire","İstanbul / Sarıyer / İstinye Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-yenikoy-118623/turyap-yenikoy-2626463","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/9/6/5/5/4/4/1746086203677-44556956.jpg","Whatsapp","Turyap Yeniköy","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Turyap
          Yeniköy"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/1046-3549","34","30.000","06-05-2025","Kiralık Daire","2 +
                          1","90 m²","25
                        Yaşında","Kot 1","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şişli Mecidiyeköy Metro-Metrobuse Yürüme Mesafede Kombili Boyalı","İstanbul / Şişli / Mecidiyeköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/metropol-emlak-1046/ali-bilir-1046","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/3/2/1/5/4/4/90fd7cb7-0165-40a7-8301-ce59cfe2483f.jpg","Whatsapp","Metropol Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/4/0/1/0/0/e7c50ed8-dd38-4d25-b77d-46e634a7fa2a.jpg","Ali
          Bilir"
"https://www.hepsiemlak.com/istanbul-avcilar-merkez-kiralik/daire/19884-60","17","12.500","09-05-2025","Kiralık Daire","2 +
                          1","95 m²","27
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tuşba Emlak' Dan Avcılar Merkezde 2+1 Metrobüse 5dk. Çift Balkonlu. Caddeye Yakın","İstanbul / Avcılar / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/tusba-emlak-19884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/9/0/0/6/4/4/b7d57493-d210-400f-af89-ca0bacf5c20c.jpg","Whatsapp","Tuşba Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/8/8/9/1/0/d4a8e284-c2d6-46cf-be5c-5c77bc558d51.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-kiralik/daire/124862-1213","40","18.000","09-05-2025","Kiralık Daire","1 +
                          1","68 m²","14
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İnnovia 2.Etap Eşyalı Ve Balkonlu 1+1 Kiralık Daire","İstanbul / Esenyurt / Yeşilkent Mah.","https://www.hepsiemlak.com/emlak-ofisi/akin-gayrimenkul-124862","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/6/8/4/2/1/c69d48b8-d623-4613-9945-957799c4ca32.jpg","Whatsapp","Akın Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-sisli-bozkurt-kiralik/daire/139911-285","20","32.000","07-05-2025","Kiralık Daire","3 +
                          1","120 m²","30
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Eşrefefendi 2.Ada Bahçeli Giriş Kat 3+1 Metro 5 Dakika","İstanbul / Şişli / Bozkurt Mah.","https://www.hepsiemlak.com/emlak-ofisi/erkin-emlak-2-139911/ugur-krtls-3916461","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/6/4/6/1/9/3/b2f65bda-1344-4ad0-819f-aae2fae74b89.jpg","Whatsapp","Erkin Emlak 2","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/9/9/3/1/00704665-eb07-4698-96be-2eb821ea1fb6.jpg","Uğur
          Krtlş"
"https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/137669-416","44","28.000","05-05-2025","Kiralık Daire","1 +
                          1","53 m²","9
                        Yaşında","3. Kat","","","","Green Pine Residence Fırsat 53 M2 3. Kat 1+1","İstanbul / Sarıyer / Ayazağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-137669","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/6/6/7/3/1/f790a6f3-ded3-4315-b227-db72018d7873.jpg","Whatsapp","Safir Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-sahil-kiralik/daire/141995-69","37","38.000","07-05-2025","Kiralık Daire","2 +
                          1","110 m²","1
                        Yaşında","1. Kat","","","","Beylikdüzü Deniz İstanbul Yanı Casa Marin De Kiralık 2+1 Eşyalı Daire /for Rent","İstanbul / Beylikdüzü / Sahil Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/9/6/1/4/4/4/1744650857828-44416920.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kartal-karliktepe-kiralik/daire/5630-6414","59","45.000","09-05-2025","Kiralık Daire","3 +
                          1","138 m²","7
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kartal Kiralık Daire 2 Banyolu Havuzlu Güvenlikli Aile Sitesinde 3+1","İstanbul / Kartal / Karlıktepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/kiziroglu-emlak-5630/mustafa-bey-emre-bey-5630","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/4/3/0/4/4/4/a3d87cb3-3199-4733-a724-8a5ae97a8687.jpg","Whatsapp","Kiziroğlu Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/6/5/0/0/2fff45ef-b5c4-4d1c-b629-4e97b16a9a60.jpg","Mustafa Bey
          Emre Bey"
"https://www.hepsiemlak.com/istanbul-kartal-cevizli-kiralik/daire/3447-21392","60","34.900","09-05-2025","Kiralık Daire","2 +
                          1","85 m²","2
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Direct'ten E-5 Ve Metroya Çok Yakın, Yeni Binada, Katta, Ayrı Mutfaklı, Ön Cephe, Ferah, Şık 2+1!!!","İstanbul / Kartal / Cevizli Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447/direct-emlak-3447","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/8/0/9/3/4/4/81442786-9414-4e20-840e-a26a3e853934.jpg","Whatsapp","Direct Realty","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/4/3/0/0/f152ffb4-64ad-4b9f-b52e-1ee84c9932eb.jpg","Direct
          Emlak"
"https://www.hepsiemlak.com/istanbul-bahcelievler-cobancesme-kiralik/daire/30863-9756","43","20.000","05-05-2025","Kiralık Daire","2 +
                          1","100 m²","25
                        Yaşında","4. Kat","","","","Bahçelievler Çobançeşme Bit Pazarı Yakını 2+1 100m2 4.Kat Asnsörsüz Kombili Daire","İstanbul / Bahçelievler / Çobançeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/rekar-gayrimenkul-30863/yakup-kartal-30863","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/6/3/7/3/4/4/32110da1-652f-4ed3-b636-8aa2254d0f09.jpg","Whatsapp","Re/kar Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/6/8/0/3/0/84e2048c-c5ff-484c-9857-bd70ccc3271f.jpg","Yakup
          Kartal"
"https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/5227-4233","46","48.000","09-05-2025","Kiralık Daire","3 +
                          1","155 m²","26
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Hamidiye'de Kapalı Garajlı,Asansörlü Binada Ful Mobilyalı !!!","İstanbul / Kağıthane / Hamidiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/ekeroglu-emlak-5227","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/3/7/1/2/4/4/f4266952-02e3-4aab-90e9-2171f6fdae13.jpg","Whatsapp","Ekeroğlu Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/2/2/5/0/0/0fb79dfc-ae3e-4e8d-b6c3-fb5ab753a6e9.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-kiralik/daire/42720-5933","35","18.000","08-05-2025","Kiralık Daire","Stüdyo","25 m²","Sıfır Bina","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","As Emlaktan 1+0 Tam Merkezde Sıfır Binada Zemin Kat Stüdyo Daire","İstanbul / Üsküdar / Mimar Sinan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/0/7/9/1/4/4/da1ad7d7-2f91-44ec-a673-73d81a9afda2.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/18825-2751","39","39.000","09-05-2025","Kiralık Daire","2 +
                          1","100 m²","5
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","🔑 Kağıthane Ortabayırda Kiralı.2+1 Lüxs Ful Eşyalı Cadde Üstü Daire","İstanbul / Kağıthane / Ortabayır Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/9/8/0/7/3/4/1746122233473-43708917.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-cevizli-kiralik/residence/2328-10010","46","35.000","10-05-2025","Kiralık Residence","2 +
                          1","75 m²","7
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Dap Vazo Kule'de Full 2+1 Eşyalı Kiralık Daire","İstanbul / Maltepe / Cevizli Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-armoni-gayrimenkul-2328","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/5/1/8/9/8/3/1654683121565-38981541.jpg","Whatsapp","Remax Armoni Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/2/3/2/0/0/d7961ded-5bac-43e5-97be-a2b00a922425.jpg",""
