"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","listing-card--owner-info__name","list-view-header"
"https://www.hepsiemlak.com/istanbul-besiktas-akat-kiralik/daire/119756-785","1","68.000","05-05-2025","Kiralık Daire","3 +
                          1","124 m²","34
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beşiktaş / Akat Mah.","https://www.hepsiemlak.com/emlak-ofisi/area-danismanlik-119756","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/1/2/5/4/5/4/4/18520db5-6e72-4709-8380-42651c0d53a5.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/7/9/1/1/9bd0fcc6-d4c0-4328-b137-3e6825b3e14b.jpg","Area Danışmanlık","",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/8272-26688","31","45.000","08-05-2025","Kiralık Daire","3 +
                          1","110 m²","21
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Meşrutiyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/mansiontr-8272/hakan-ekenel-3919248","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/9/4/2/4/6/5/4/4/dbf45011b493c9a26c40eb488e64bc4b6a6bd7ac56769eb9ebee7effc6412bc4ae40b5fdc9e58d4604eb78d9c524667e.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/4/2/9/1/9/3/c0277574-964a-43e1-9ef6-7e0e742c7968.jpg","Mansıontr","Hakan 
          Ekenel",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/residence/8272-26595","22","55.000","08-05-2025","Kiralık Residence","1 +
                          1","80 m²","21
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Meşrutiyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/mansiontr-8272/hakan-ekenel-3919248","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/9/7/0/9/5/3/4/8b37b764-eb9d-499f-92a7-d9c910aea86c.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/4/2/9/1/9/3/c0277574-964a-43e1-9ef6-7e0e742c7968.jpg","Mansıontr","Hakan 
          Ekenel",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/8272-26695","19","60.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","26
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Meşrutiyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/mansiontr-8272/hakan-ekenel-3919248","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/1/4/1/8/5/4/4/2b0ee38d02bcbdae22a6f52156e7d1a974f8101a78064df957162867b4e50759468537b7369d74535a36465358c40ef0.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/4/2/9/1/9/3/c0277574-964a-43e1-9ef6-7e0e742c7968.jpg","Mansıontr","Hakan 
          Ekenel",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-buyuksehir-kiralik/daire/142831-157","52","27.000","08-05-2025","Kiralık Daire","3 +
                          1","110 m²","25
                        Yaşında","11. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beylikdüzü / Büyükşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/mysia-gayrimenkul-beylikduzu-142831","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/6/8/3/8/5/4/4/1746532506-71517-44583861.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/8/2/4/1/8db1b6d7-4bda-4867-9b72-1b1e4b88243f.jpg","Mysia Gayrimenkul Beylikdüzü","",""
"https://www.hepsiemlak.com/istanbul-beykoz-camlibahce-kiralik/daire/153656-68","9","23.000","05-05-2025","Kiralık Daire","3 +
                          1","130 m²","20
                        Yaşında","3. Kat","","","","İstanbul / Beykoz / Çamlıbahçe Mah.","https://www.hepsiemlak.com/emlak-ofisi/west-gayrimenkul-ve-danismanlik-153656/gurkan-keles-4330120","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/4/8/0/5/5/4/4/1746000844-8612819-44550841.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/2/1/0/3/3/4/df6c96ac-9684-4bed-a2b6-d88ba4b4c3d2.jpg","West Gayrimenkul Ve Danışmanlık","Gürkan
          Keleş",""
"https://www.hepsiemlak.com/istanbul-beykoz-tokatkoy-kiralik/daire/153656-71","22","18.000","07-05-2025","Kiralık Daire","2 +
                          1","120 m²","30
                        Yaşında","3. Kat","","","","İstanbul / Beykoz / Tokatköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/west-gayrimenkul-ve-danismanlik-153656/gurkan-keles-4330120","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/7/2/2/9/5/4/4/1746633641-62028-44592274.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/2/1/0/3/3/4/df6c96ac-9684-4bed-a2b6-d88ba4b4c3d2.jpg","West Gayrimenkul Ve Danışmanlık","Gürkan
          Keleş",""
"https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/153563-55","60","28.000","07-05-2025","Kiralık Daire","2 +
                          1","85 m²","35
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Feriköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/akyildiz-emlak-153563/ozcan-ak-4328647","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/4/0/8/4/5/4/4/03932ee3-ecdd-40bb-9baa-3c29f3ba9d9a.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Akyıldız  Emlak","Özcan
          Ak",""
"https://www.hepsiemlak.com/istanbul-uskudar-bahcelievler-kiralik/daire/5632-9168","26","80.000","07-05-2025","Kiralık Daire","4 +
                          1","210 m²","Sıfır Bina","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-trio-5632","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/9/9/0/9/5/4/4/9a7f8cb6-a57d-41cc-83b6-3e6384333b0d.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/6/5/0/0/3bbd0fdb-abd4-434a-b79f-883cf144aebd.jpg","Coldwell Banker Trio","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-eksioglu-kiralik/daire/54389-2647","12","22.000","07-05-2025","Kiralık Daire","2 +
                          1","75 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Çekmeköy / Ekşioğlu Mah.","https://www.hepsiemlak.com/emlak-ofisi/rookz-trend-54389/cihat-emrullah-simsek-1020805","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/7/6/0/8/4/4/4/1744790314593-44480676.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/0/8/0/2/0/1/0746cdd0-e308-4ddf-8213-b5c13909f075.jpg","Rookz Trend","Cihat Emrullah
          Şimşek",""
"https://www.hepsiemlak.com/istanbul-beyoglu-gumussuyu-kiralik/daire/10524-2338","12","28.000","07-05-2025","Kiralık Daire","2 +
                          1","65 m²","35
                        Yaşında","Kot 1","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beyoğlu / Gümüşsuyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/akguc-emlak-10524/alican-akguc-10524","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/9/0/5/6/9/2/3/1744453226-549922-32965091.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/2/5/0/1/0/b56d537a-6aa1-4bcd-9c3e-e34377a3f302.jpg","Akgüç Emlak","Alican
          Akgüç",""
"https://www.hepsiemlak.com/istanbul-esenyurt-piri-reis-kiralik/daire/142831-151","21","16.500","08-05-2025","Kiralık Daire","1 +
                          1","124 m²","8
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Esenyurt / Piri Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/mysia-gayrimenkul-beylikduzu-142831","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/7/2/1/7/5/4/4/1746278672242-44571271.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/8/2/4/1/8db1b6d7-4bda-4867-9b72-1b1e4b88243f.jpg","Mysia Gayrimenkul Beylikdüzü","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-19-mayis-kiralik/daire/5632-9155","50","55.000","07-05-2025","Kiralık Daire","3 +
                          1","135 m²","29
                        Yaşında","Kot 1","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kadıköy / 19 Mayıs Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-trio-5632","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/8/9/8/9/4/4/4/6c502290-37ca-4e5e-8ba2-077dadafa680.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/6/5/0/0/3bbd0fdb-abd4-434a-b79f-883cf144aebd.jpg","Coldwell Banker Trio","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/5632-9134","59","150.000","07-05-2025","Kiralık Daire","3 +
                          1","155 m²","Sıfır Bina","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kadıköy / Caddebostan Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-trio-5632","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/1/1/5/4/4/4/4/1746511218043-44445110.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/6/5/0/0/3bbd0fdb-abd4-434a-b79f-883cf144aebd.jpg","Coldwell Banker Trio","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/5632-9164","42","150.000","07-05-2025","Kiralık Daire","3 +
                          1","155 m²","Sıfır Bina","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kadıköy / Caddebostan Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-trio-5632","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/6/5/0/0/3bbd0fdb-abd4-434a-b79f-883cf144aebd.jpg","","Coldwell Banker Trio","","Caddebostan Bağdat Caddesine 4.Bina 3+1 Balkonlu"
"https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/daire/5632-9154","60","65.000","07-05-2025","Kiralık Daire","3 +
                          1","145 m²","35
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Çengelköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-trio-5632","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/6/5/0/0/3bbd0fdb-abd4-434a-b79f-883cf144aebd.jpg","","Coldwell Banker Trio","","Çengelköy Boğaz Manzaralı Full Eşyalı 120m2 3+1  Daire"
"https://www.hepsiemlak.com/istanbul-uskudar-beylerbeyi-kiralik/yali-dairesi/5632-9038","38","135.000","07-05-2025","Kiralık Yalı Dairesi","3 +
                          1","145 m²","31
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Beylerbeyi Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-trio-5632","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/6/5/0/0/3bbd0fdb-abd4-434a-b79f-883cf144aebd.jpg","","Coldwell Banker Trio","","Üsküdar Beylerbeyi Yalıboyu Full Boğaz Manzaralı 3+1 145m2 Balkonlu"
"https://www.hepsiemlak.com/istanbul-sancaktepe-emek-kiralik/daire/138031-1095","37","35.700","07-05-2025","Kiralık Daire","1 +
                          1","72 m²","15
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Sancaktepe / Emek Mah.","https://www.hepsiemlak.com/emlak-ofisi/promes-gayrimenkul-ve-danismanlik-138031/murat-erdem-sengul-3798381","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/9/0/6/3/4/4/e2b93fa6-ed90-4497-a2ea-f8fd35807f93.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/8/3/8/9/7/3/c278c2a7-e1fb-48df-a58e-80073a1b27d6.jpg","Promes Gayrimenkul Ve Danışmanlık","Murat Erdem
          Şengül","Sinpaş Aqua City 2010 Full Eşyalı 1+1 Kiralık Daire #n709"
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/66846-1619","40","60.000","07-05-2025","Kiralık Daire","3 +
                          1","150 m²","45
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Teşvikiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/mega-city-gayrimenkul-66846/emre-karaduman-1276885","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/9/8/7/8/3/4/cd81c0de-1013-44bf-91e1-dc500d15b791.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/8/8/6/7/2/1/f54e7709-69cb-4886-8f71-8a3087473176.jpg","Mega City Gayrimenkul","Emre
          Karaduman","Teşvikiye De Otoparklı Üç Cepheli Ve Üç Balkonu Olan Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-kadikoy-egitim-kiralik/daire/38568-8734","27","42.200","10-05-2025","Kiralık Daire","3 +
                          1","135 m²","35
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kadıköy / Eğitim Mah.","https://www.hepsiemlak.com/emlak-ofisi/senol-karadeniz-emlak-hizmetleri-38568","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/3/8/7/5/4/4/1746451587347-44578371.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/5/8/3/0/7068b082-a31a-4179-9eec-ecff05f807d7.jpg","Şenol Karadeniz Emlak Hizmetleri","","Ziverbey Ve Marmaray Yakını 3+1 Yenilenmiş Temiz Daire,Şenol Karadeniz Emlak"
"https://www.hepsiemlak.com/istanbul-umraniye-namik-kemal-kiralik/daire/148896-24","19","21.000","07-05-2025","Kiralık Daire","2 +
                          1","70 m²","4
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Ümraniye / Namık Kemal Mah.","https://www.hepsiemlak.com/emlak-ofisi/cyk-yapi-gayrimenkul-148896","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/1/6/7/6/3/4/98af73ab-f349-4e51-998c-23df1e5fb565.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/9/8/8/4/1/7d4e6797-89b7-4639-8466-b5544acbdd18.jpg","Cyk Yapı Gayrimenkul","","Cyk Gayrimenkulden Bekara Aileye Ögrencıye Uygun Sıfır 2+1"
"https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/residence/98015-2128","36","75.000","07-05-2025","Kiralık Residence","2 +
                          1","100 m²","3
                        Yaşında","21 ve üzeri","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/7/7/8/9/3/4/522a096a-fedc-4af7-8e55-d731e70825dc.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/0/8/9/0/b6a73031-63c7-40f7-9a17-a85e62592e9e.jpg","Artistanbul Gayrimenkul Zorlu Center","","Bomonti Rotana Residence Kiralık Yüksek Kat 2+1 Köşe Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-visnezade-kiralik/daire/98015-2118","42","90.000","07-05-2025","Kiralık Daire","1 +
                          1","90 m²","28
                        Yaşında","Ara Kat","","","","İstanbul / Beşiktaş / Vişnezade Mah.","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/0/9/7/7/3/4/364a6971-f8a8-4d30-9909-dfe81e95420c.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/0/8/9/0/b6a73031-63c7-40f7-9a17-a85e62592e9e.jpg","Artistanbul Gayrimenkul Zorlu Center","","Beşiktaş Akaretlerde Yüksek Tavanlı Kiralık 1+1 Eşyalı Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/residence/98015-2137","49","140.000","07-05-2025","Kiralık Residence","4 +
                          1","236 m²","15
                        Yaşında","7. Kat","","","","İstanbul / Beşiktaş / Dikilitaş Mah.","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015/gulcin-gonul-2068637","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/6/9/4/1/4/4/1406d2c2-35ed-4dbb-818c-69e29ee7da8c.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/3/6/8/6/0/2/6bf57ef1-96dd-4954-a46c-ba149eff3f18.jpg","Artistanbul Gayrimenkul Zorlu Center","Gülçin
          Gönül","Selenium Twins Residence Kiralık 3.5+1 Taşınmaya Hazır Daire"
